,date,as_asm,as_rpm,as_flight,as_eff,as_pass,g4_asm,g4_rpm,g4_flight,g4_eff,g4_pass,aa_asm,aa_rpm,aa_flight,aa_eff,aa_pass,dl_asm,dl_rpm,dl_flight,dl_eff,dl_pass,mq_asm,mq_rpm,mq_flight,mq_eff,mq_pass,ev_asm,ev_rpm,ev_flight,ev_eff,ev_pass,f9_asm,f9_rpm,f9_flight,f9_eff,f9_pass,ha_asm,ha_rpm,ha_flight,ha_eff,ha_pass,b6_asm,b6_rpm,b6_flight,b6_eff,b6_pass,oo_asm,oo_rpm,oo_flight,oo_eff,oo_pass,wn_asm,wn_rpm,wn_flight,wn_eff,wn_pass,nk_asm,nk_rpm,nk_flight,nk_eff,nk_pass,ua_asm,ua_rpm,ua_flight,ua_eff,ua_pass
45,2006-10,1655579,1193924,13165,72.12,89.47595898214963,184561,147273,1257,79.8,115.527446300716,8903050,7152613,52849,80.34,118.22549149463566,6602894,5230044,41557,79.21,126.18896936737494,918149,688854,45515,75.03,34.10464681972976,625712,467979,23244,74.79,39.057864395112716,843254,644006,8049,76.37,89.91551745558455,642230,561475,4498,87.43,114.43952867941307,2299703,1814688,13928,78.91,108.61753302699599,960139,765549,45906,79.73,35.37147649544722,8134336,5699554,95524,70.07,85.2149930907416,376117,310948,2867,82.67,102.35960934775026,7106676,5765685,41826,81.13,115.4137617749725
46,2006-11,1512645,1147487,12287,75.86,95.00358102059087,213992,166637,1523,77.87,113.50820748522652,8520257,7010882,50264,82.28,121.5292057934108,6387346,5051368,40207,79.08,127.26982863680453,869368,646431,43107,74.36,33.90697566520519,588606,441282,22398,74.97,39.02442182337709,833318,604948,7460,72.6,90.47345844504021,662487,568167,4477,85.76,115.89077507259326,2298392,1860659,14302,80.95,111.6403300237729,936468,731721,43791,78.14,34.877280719782604,7788504,5594810,91210,71.83,88.41752000877096,443994,344355,2997,77.56,106.75709042375709,6797264,5386904,40356,79.25,112.47063633660422
47,2006-12,1574736,1191751,12708,75.68,94.38149197355996,252596,198184,1860,78.46,114.85322580645162,8979767,7238989,52526,80.61,119.51439287210144,6539632,5153526,40000,78.8,126.411125,885519,630842,44008,71.24,32.39192874022905,582391,434402,21738,74.59,38.618226147759685,745157,533827,6960,71.64,84.23577586206896,697395,591260,4711,84.78,115.57694756951815,2465731,1966090,15394,79.74,109.81798103157074,949070,724662,45061,76.35,33.94693859434988,7992104,5507054,93171,68.91,84.4606154275472,495921,354228,3374,71.43,61.98221695317131,6878187,5447589,39961,79.2,111.50026275618728
48,2007-01,1554778,1016525,12468,65.38,81.18214629451396,229043,178396,1704,77.89,111.62910798122066,9032155,6845494,52739,75.79,112.06033485655776,6393749,4773388,38888,74.66,118.83575910306521,880689,574190,43522,65.2,29.822848214696016,574664,395060,21891,68.75,35.62368096478005,863900,558297,7758,64.63,79.98788347512246,687886,579760,4646,84.28,115.19888075764098,2457539,1874012,15337,76.26,104.33461563539154,987370,729116,46773,73.84,33.02140123575567,8120276,5179612,94752,63.79,76.88438238770685,499477,377299,3410,75.54,111.54780058651026,6920766,5310625,40730,76.73,107.1556592192487
49,2007-02,1425027,993212,11492,69.7,87.13452836756004,240603,194737,1753,80.94,117.50199657729607,7970558,6328448,46687,79.4,118.68944245721507,5731669,4401427,34898,76.79,124.56622155997478,773191,545778,38361,70.59,32.10179609499231,539106,392696,20338,72.84,37.89015635755728,787967,557391,7082,70.74,88.29313753177068,611392,538775,4202,88.12,121.1432651118515,2169817,1675735,13209,77.23,108.67756832462715,915923,702445,42560,76.69,34.67227443609023,7257974,4845967,85027,66.77,82.17465040516542,548369,441878,3654,80.58,119.85632183908046,6178485,4884559,35901,79.06,112.96821815548313
50,2007-03,1608476,1239721,12812,77.07,95.46128629409928,306829,267948,2196,87.33,126.67486338797814,9088622,7679511,53432,84.5,125.99371163347807,6671111,5680945,40552,85.16,138.12652890116394,881672,663831,43521,75.29,34.14154086532938,605989,493328,22676,81.41,42.51856588463574,919892,721923,8067,78.48,98.09557456303459,703173,643754,4726,91.55,126.56093948370714,2625061,2169771,16234,82.66,115.04761611432795,1090915,872254,49469,79.96,36.13070812023692,8299782,6084978,97124,73.31,88.86639759482723,658909,546022,4285,82.87,124.43197199533256,7222563,6134043,41911,84.93,121.41161031710052
51,2007-04,1601483,1234460,12658,77.08,97.12750829514931,282420,231868,2030,82.1,120.23399014778325,8706034,7393504,50822,84.92,126.10105859667074,6303551,5309928,38728,84.24,135.45835054740755,857214,647553,42133,75.54,34.36876082880403,604169,473079,22876,78.3,41.424418604651166,900032,703930,7864,78.21,96.97253306205494,703213,622142,4592,88.47,122.50021777003484,2655066,2172017,16257,81.81,115.09540505628345,1072654,849157,47442,79.16,35.97761477172126,8188976,5922529,95668,72.32,88.16926244930384,658647,517591,4270,78.58,119.892037470726,6847500,5934996,39940,86.67,123.21424636955433
52,2007-05,1784638,1374728,13968,77.03,96.93542382588774,253567,213199,1859,84.08,122.46584185045724,9034995,7649605,52800,84.67,126.52801136363637,6343661,5262652,38780,82.96,132.61436307374936,919772,711571,45219,77.36,35.408390278422786,605122,471718,23408,77.95,41.58821770334928,978460,785756,8494,80.31,100.33011537555922,725054,635535,4729,87.65,122.16641996193698,2605039,2145966,15818,82.38,111.18573776710078,1145399,925525,49284,80.8,37.05575846116387,8471785,6268874,98504,74.0,90.65568910907172,586824,480645,3728,81.91,122.59549356223177,6959093,6004346,41276,86.28,122.2894175792228
53,2007-06,1869017,1529083,14179,81.81,104.46188024543339,296522,262661,2168,88.58,130.0631918819188,8635463,7766800,50597,89.94,133.7610530268593,6721392,5969767,39831,88.82,139.83743817629485,861762,712057,42553,82.63,37.52884637980871,621851,504706,24256,81.16,42.89417051451187,963121,844512,8376,87.68,109.23042024832856,725794,638770,4829,88.01,125.51170014495754,2550250,2158649,15245,84.64,114.47477861593966,1181761,964816,50204,81.64,37.53663054736674,8316418,6829087,96476,82.12,98.72402462788673,610211,525995,3973,86.2,125.79209665240373,6938726,6254623,40370,90.14,127.22756997770622
54,2007-07,1934333,1622310,14648,83.87,106.69620425996723,319761,291356,2353,91.12,133.93497662558437,9041140,8101986,53125,89.61,132.28197647058823,7052395,6319504,41191,89.61,139.97776213250467,905997,731630,44953,80.75,36.552732854314506,633018,508288,24652,80.3,42.04725782897939,1054692,942957,9034,89.41,112.23588665043171,778104,684724,5067,88.0,127.26031182159069,2705194,2370963,16284,87.64,118.10372144436256,1241030,1001359,52431,80.69,36.97446167343747,8651642,7049832,100278,81.49,96.31042701290413,653597,580246,4283,88.78,130.0,7225382,6369350,41793,88.15,123.60476634843155
55,2007-08,1916375,1605686,14611,83.79,108.02422832112792,272698,236643,1992,86.78,127.85491967871486,9063241,7872221,53110,86.86,127.77250988514405,7014043,6168821,41585,87.95,135.65756883491645,912480,712639,45487,78.1,35.19245059027854,644141,509620,25240,79.12,41.19770206022187,1029055,904374,8812,87.88,110.11507035860191,760712,675847,5041,88.84,125.80460226145605,2730929,2379503,16550,87.13,116.41993957703927,1255723,1006395,53215,80.14,36.764671615146106,8743212,6996146,101411,80.02,94.71696364299731,620572,539549,4023,86.94,126.03256276410639,7268243,6370598,42221,87.65,122.15127543165723
56,2007-09,1749398,1266186,13376,72.38,93.49342105263158,220709,172410,1575,78.12,114.49777777777778,8620279,6738623,50533,78.17,115.96127283161499,6306121,4926408,38688,78.12,121.2838606286187,881045,631376,43918,71.66,32.840794207386494,572301,430128,22261,75.16,40.207942140964015,938765,737090,7966,78.52,99.13996987195581,706661,624997,4601,88.44,123.6089980439035,2448427,1760347,15079,71.9,94.99708203461768,1165212,878594,48737,75.4,35.349118739356136,8332777,5641492,96102,67.7,83.03109196478741,531625,411171,3435,77.34,113.31353711790393,6430653,5107924,38698,79.43,111.04201767533206
57,2007-10,1734074,1248268,13231,71.98,91.04625500718011,252483,203806,1810,80.72,118.846408839779,9029842,7372676,53086,81.65,122.05438345326452,6538658,5283826,41106,80.81,126.94426604388654,903243,675111,45310,74.74,34.15804458177003,641272,493897,24683,77.02,41.687234128752586,964184,776922,8300,80.58,102.01265060240964,733501,664442,4730,90.59,126.26067653276955,2507371,1912906,15428,76.29,101.87172673061966,1211616,925970,50799,76.42,35.7754089647434,8566372,6034766,99783,70.45,85.42548329875831,556731,465320,3575,83.58,122.70797202797203,6748986,5535540,40600,82.02,115.45965517241379
58,2007-11,1607424,1235535,12262,76.86,97.41298320013048,347460,273958,2494,78.85,116.43905372894947,8707815,7155686,50747,82.18,123.73962992886278,6376693,4962759,39377,77.83,124.63524392411814,868849,637532,43509,73.38,33.47555678135558,604879,457897,23513,75.7,40.974056904691025,923714,727018,7867,78.71,99.77411974068896,711942,636923,4553,89.46,127.5249286184933,2530181,1963904,16065,77.62,103.89337068160597,1138382,849148,48175,74.59,35.09544369486248,8290441,5743016,97326,69.27,84.99059860674434,576482,463066,3783,80.33,117.49881046788263,6441894,5184783,38337,80.49,113.33964577301302
59,2007-12,1689845,1276917,12769,75.56,95.70467538569974,394680,311842,2910,79.01,115.90687285223368,8766011,6944294,50937,79.22,119.3428156350001,6389176,4949536,38668,77.47,122.5953242991621,818978,579948,41018,70.81,31.981520308157393,600695,450285,23175,74.96,40.284832793959005,949864,694581,7941,73.12,92.50195189522731,733804,605159,4690,82.47,118.1731343283582,2628105,2036168,16658,77.48,103.61760115259935,1139108,816538,48436,71.68,33.29897183912792,8405032,5729062,98263,68.16,82.22721675503496,611660,477565,4087,78.08,114.10545632493272,6539046,5085683,37883,77.77,109.09051553467255
60,2008-01,1680095,1136603,12506,67.65,84.05237486006716,337605,278335,2485,82.44,121.51267605633802,8718002,6702338,50905,76.88,114.93749140555937,6108957,4648566,37298,76.09,119.24001286932275,814194,540090,41156,66.33,29.794319175818835,574682,424216,22323,73.82,39.506025175827624,915890,656424,7700,71.67,90.2722077922078,732044,609489,4675,83.26,119.3324064171123,2566250,1944219,16250,75.76,100.88430769230769,1098406,758587,46480,69.06,32.327302065404474,8549774,5485755,100363,64.16,76.26652252324064,586187,455591,4065,77.72,111.76137761377613,6159360,4642915,36672,75.38,104.01985165794066
61,2008-02,1589392,1155905,11795,72.73,92.44315387876219,348229,300840,2557,86.39,127.61321861556512,7965385,6290485,46513,78.97,118.93081504095629,5840279,4547170,35935,77.86,124.03820787533046,737149,517998,37332,70.27,31.764893389049607,556269,426758,21804,76.72,40.95565033938727,847011,657349,7088,77.61,98.7566309255079,682658,582611,4408,85.34,125.11433756805808,2466324,1893967,15633,76.79,103.47681187232138,1047816,767744,44029,73.27,34.27940675463899,7908752,5427923,92887,68.63,83.37679115484406,563293,447186,4016,79.39,112.84462151394422,6017335,4627283,35408,76.9,108.8422390420244
62,2008-03,1728567,1391856,12804,80.52,102.22742892845986,432625,392964,3181,90.83,134.04684061615845,8488064,7231640,49437,85.2,128.19368084632967,6427809,5527034,39305,85.99,137.08838570156468,780253,582927,39849,74.71,33.72744610906171,600786,487310,23739,81.11,43.434180041282275,971705,821727,7950,84.57,109.37044025157233,732283,647816,4715,88.47,127.66002120890774,2792100,2282860,17715,81.76,109.71549534292971,1185346,913637,50037,77.08,35.65395607250635,8737757,6679996,101543,76.45,91.68192785322474,630511,519757,4569,82.43,115.90107244473627,6831218,5698795,39680,83.42,118.3523941532258
63,2008-04,1692333,1295835,12471,76.57,97.12180258199022,340676,298125,2546,87.51,128.869206598586,8211142,6778898,47765,82.56,122.43205275829582,5976290,5045039,36967,84.42,133.41888711553548,813945,588217,41130,72.27,32.68232433746657,588342,475532,23187,80.83,43.77784965713546,943643,764505,7922,81.02,103.7582681141126,715045,650841,5435,91.02,130.93578656853725,2672474,2129441,17016,79.68,107.1880582980724,1130258,839626,48112,74.29,34.11020119720652,8626155,6261889,100307,72.59,87.67481830779506,591904,471328,4280,79.63,112.69742990654206,6383422,5358311,38296,83.94,116.75705034468352
64,2008-05,1835235,1417675,13117,77.25,99.06556377220402,341896,307458,2579,89.93,134.00891818534316,8846853,7411767,52310,83.78,124.09785891798892,5879045,5025328,36387,85.48,134.15068568444775,839716,625880,42261,74.53,33.9230022952604,585317,483262,23318,82.56,44.98957886611202,997988,813812,8591,81.55,104.81806541729718,721788,650961,5597,90.19,130.7445059853493,2565381,2029662,16144,79.12,105.12233647175421,1126476,863228,48234,76.63,35.27175851059419,8914990,6673213,102294,74.85,90.96167908186209,578887,484473,4288,83.69,117.36683768656717,6562811,5555673,39291,84.65,118.37883993789926
65,2008-06,1907917,1513644,13388,79.33,103.65521362414103,352654,331369,2688,93.96,135.3813244047619,8413739,7422810,50175,88.22,130.28751370204284,6292614,5569306,37670,88.51,138.64165118131137,832355,639293,42240,76.81,34.745643939393936,619700,514922,24927,83.09,44.530107915112126,989730,860081,8612,86.9,111.46679052484905,715691,601395,5540,84.03,123.36696750902527,2591921,2157707,16167,83.25,110.22960351332962,1135033,883478,48778,77.84,35.71159129115585,8796286,6878063,100831,78.19,93.73828485287262,598991,486263,4431,81.18,113.47054840893703,6769245,5955533,39314,87.98,123.67886757897949
66,2008-07,2031343,1613122,14200,79.41,103.51070422535211,331386,315404,2565,95.18,141.44600389863547,8789659,7705085,52392,87.66,128.85054970224462,6517715,5887750,38839,90.33,141.3349468317928,888151,657259,44287,74.0,33.67697066859349,634536,529609,25591,83.46,44.4701262162479,1081052,941020,9355,87.05,112.14548369855692,765009,607246,5808,79.38,123.08953168044077,2706518,2344275,16910,86.62,115.61088113542283,1182783,924457,50805,78.16,35.97271922054916,9029153,6885829,103157,76.26,90.763816318815,619036,530564,4524,85.71,120.79575596816976,7012118,6070225,40267,86.57,121.81446345642834
67,2008-08,1967467,1619020,13738,82.29,107.2508370941913,281450,262739,2200,93.35,137.98136363636362,8816664,7453479,52247,84.54,122.61850441173655,6260532,5575714,37836,89.06,137.5931652394545,858971,601221,42670,69.99,32.073166158893834,611812,498628,24938,81.5,43.50834068489855,1043086,891736,9026,85.49,109.89873698205184,762747,644898,5881,84.55,121.21254888624384,2699953,2350570,16955,87.06,114.63043350044235,1144805,888405,49484,77.6,35.82287203944709,8882898,6630644,101433,74.65,88.43519367464238,540318,456342,3952,84.46,117.6449898785425,6874654,5934899,39694,86.33,122.28694513024638
68,2008-09,1718825,1308626,12112,76.13,98.74818361955086,180310,165536,1382,91.81,136.3712011577424,7792648,5958049,47601,76.46,110.12306464149913,5556805,4635601,36029,83.42,127.31038885342363,784794,514775,38577,65.59,30.670088394639293,504609,391402,20790,77.57,41.73367003367003,843956,695251,7512,82.38,104.76331203407881,658598,545217,5146,82.78,113.42615623785464,2111027,1626434,13932,77.04,96.79816250358886,1013577,783451,43697,77.3,35.58267157928462,8377266,5307897,95947,63.36,76.63617413780524,461878,362018,3269,78.38,108.93637197919853,5719255,4631948,34238,80.99,116.06478182136807
69,2008-10,1736486,1282112,12306,73.83,94.42857142857143,238140,217233,1804,91.22,135.0970066518847,8080867,6524447,49556,80.74,118.13546291064654,5807119,4949324,38549,85.23,132.7858050792498,783725,556447,38159,71.0,33.80984826646401,518406,423292,21521,81.65,44.04079736071744,845843,704692,7583,83.31,107.18989845707503,682848,583018,5636,85.38,112.40915542938254,2155293,1736333,14500,80.56,103.10324137931035,1035328,821610,44442,79.36,36.502992664596555,8812910,6208087,101224,70.44,84.59023551726864,468307,404546,3295,86.38,120.56722306525037,5871279,4955597,35313,84.4,120.260414011837
70,2008-11,1578398,1203171,11061,76.23,97.49896031100262,310988,279568,2352,89.9,133.18239795918367,7369659,5767769,44537,78.26,115.204728652581,5615731,4576206,36823,81.49,128.29182847676725,705286,488286,33621,69.23,33.075666993843136,542719,411837,22824,75.88,40.628373641780584,804789,627630,7118,77.99,101.93425119415566,700921,569655,5764,81.27,106.94604441360167,2278104,1727283,15554,75.82,98.82062491963482,964164,738741,40877,76.62,35.13185899160897,8325997,5263646,95355,63.22,78.10239630853128,473415,392129,3363,82.83,117.48884924174844,5338991,4240446,30843,79.42,115.12975391498881
71,2008-12,1565025,1260445,10847,80.54,103.07144832672628,386162,342653,2947,88.73,130.79979640312183,7710906,6269556,46472,81.31,119.58932260285764,5803131,4866365,36565,83.86,131.8821277177629,694775,502364,32844,72.31,34.347095359883085,553586,439444,22907,79.38,42.356222988606106,831625,657675,7364,79.08,102.8329712112982,727276,587982,6037,80.85,104.41908232565844,2398753,1926208,16261,80.3,104.30053502244634,1014709,792792,42244,78.13,32.19278477416911,8319052,5794863,95813,69.66,83.12889691377997,501262,407448,3613,81.28,114.97453639634652,5627456,4601628,31894,81.77,118.5522041763341
72,2009-01,1596392,1124778,11071,70.46,88.04100803902087,339907,302732,2549,89.06,130.76265202040017,7686773,5758311,46183,74.91,109.2781759521902,5702816,4449064,35727,78.02,121.79760405295714,708420,442256,33679,62.43,29.677929867276344,543021,410373,22750,75.57,40.185538461538464,813782,562734,7238,69.15,89.89541309754075,736255,582115,6282,79.06,99.4372811206622,2332383,1721799,16001,73.82,94.54846572089244,1038495,737049,43317,70.97,32.4933628829328,8173240,5135786,94606,62.84,73.9230704183667,461704,367105,3395,79.51,112.64270986745214,5390096,4170387,30875,77.37,109.45331174089068
73,2009-02,1479875,1069488,10183,72.27,93.15889227143278,366485,330713,2715,90.24,133.25156537753222,6969171,5423595,42031,77.82,114.61012110109205,5166475,4067939,32459,78.74,123.62001293940047,669103,449088,31676,67.12,32.020520267710566,506385,395017,21340,78.01,41.76087160262418,731591,531316,6511,72.62,95.47872830594379,656512,566390,5677,86.27,111.26211026950854,2196244,1634256,14997,74.41,97.94345535773822,972947,711012,40696,73.08,33.92102417928052,7392029,5104809,86009,69.06,82.17788836052041,445680,352044,3216,78.99,113.02798507462687,5156931,3989682,29456,77.37,110.70250543183053
74,2009-03,1635883,1331161,11114,81.37,105.95843080798993,507405,468252,3776,92.28,136.4655720338983,7776516,6463616,46938,83.12,123.31816438706379,5833008,4855465,35907,83.24,131.78249366418805,748831,558412,35255,74.57,35.36976315416253,569953,447850,24311,78.58,42.0588622434289,810879,643576,7191,79.37,104.45473508552357,736092,641893,6166,87.2,114.28494972429452,2485265,1979155,16884,79.64,104.98892442549159,1099801,845236,46194,76.85,35.576590033337666,8608468,6652325,98520,77.28,91.23412505075112,517962,416353,3832,80.38,113.81576200417537,6007634,4990701,33946,83.07,120.28748600718788
75,2009-04,1600995,1260381,11029,78.72,101.89935624263306,442406,399760,3325,90.36,134.09954887218046,7524676,6362816,45069,84.56,124.22796157003705,5538247,4717312,35136,85.18,132.9977800546448,746869,556719,34819,74.54,35.521439443981734,566793,443794,24210,78.3,41.951961999173896,796590,638519,7045,80.16,103.9056068133428,702602,609203,5897,86.71,113.38205867390198,2412475,1957856,16370,81.16,106.72052535125229,1069053,830564,44229,77.69,36.222591512356146,8464220,6518347,96457,77.01,91.38273012845102,495185,407632,3547,82.32,120.07950380603327,5578820,4761610,30970,85.35,123.82738133677752
76,2009-05,1760038,1368136,11809,77.73,100.8824625285799,420183,380814,3256,90.63,133.44625307125307,7730227,6423240,46198,83.09,122.50281397463094,5498742,4745393,35284,86.3,133.06867135245437,793386,598824,36789,75.48,36.124874283073744,596259,490528,25103,82.27,44.808469107278015,882510,714699,7706,80.98,105.64508175447703,728376,624017,6142,85.67,111.15271898404428,2371946,1861828,16168,78.49,101.81067540821375,1091154,872166,44400,79.93,37.523378378378375,8625660,6434844,97273,74.6,89.29327768239902,509844,404959,3571,79.43,114.76589190702884,5640372,4803513,31517,85.16,123.92470730082178
77,2009-06,1861946,1505740,12127,80.87,106.3617547621011,486361,444852,3659,91.47,135.5793932768516,7509746,6654782,45168,88.62,130.6594048884166,5709386,5107820,35385,89.46,137.94226367104704,758504,605099,35862,79.78,38.11039540460655,644550,545995,27358,84.71,46.25623218071497,882514,771772,7671,87.45,114.40346760526658,737653,646024,6145,87.58,112.81676159479251,2421968,1983658,16351,81.9,104.50449513791206,1178826,968956,47112,82.2,38.31287145525556,8465165,6731754,95843,79.52,93.95687739323685,498084,423259,3484,84.98,122.52870264064293,5950322,5297987,32563,89.04,129.39621656481282
78,2009-07,1983765,1670102,12760,84.19,110.04639498432601,498729,446978,3752,89.62,132.9160447761194,7853030,7045434,47268,89.72,131.92411356520267,6106056,5562337,37119,91.1,141.29370403297503,782484,616021,37408,78.73,37.617194183062445,674361,571080,28799,84.68,45.87808604465433,901978,828254,7878,91.83,119.72734196496573,784377,675633,6678,86.14,113.46840371368673,2553519,2216849,17160,86.82,112.03758741258741,1237686,1030443,48683,83.26,39.11735102602551,8704363,7241252,98761,83.19,96.74870647320299,524310,466713,3676,89.01,127.43362350380849,6218525,5544837,33582,89.17,131.02376273003395
79,2009-08,1977418,1660587,12618,83.98,110.59724203518783,424300,382534,3160,90.16,133.3613924050633,7828757,6742306,47151,86.12,124.57580963288159,6019656,5379245,37139,89.36,136.25383020544442,787917,576275,37672,73.14,35.152155447016355,645329,523966,27644,81.19,44.01023730285053,898192,797007,7845,88.73,114.71038878266411,768182,670742,6621,87.32,110.83990333786437,2550087,2214353,17147,86.83,111.93345774771097,1225763,1000732,48254,81.64,38.44769345546483,8344604,6694359,95405,80.22,93.19138409936586,518377,439883,3637,84.86,122.16799560076987,6154739,5415819,33285,87.99,128.86459366080817
80,2009-09,1743430,1358088,11222,77.9,102.75209410087328,294363,264395,2169,89.82,133.1309359151683,7277174,5800276,44007,79.71,115.16417842615948,5241593,4383292,34613,83.63,126.56695461242886,752697,527487,36458,70.08,33.831148170497556,519286,408081,22773,78.59,43.837790365784045,843258,685522,7227,81.29,106.53812093538122,684809,588144,5944,85.88,112.97812920592193,2164902,1696003,14483,78.34,99.89891597044812,1119559,886580,44913,79.19,37.585554293857015,7724146,5772446,89497,74.73,88.83467602265998,500198,380243,3442,76.02,108.99622312608949,5294649,4369568,29685,82.53,119.751962270507
81,2009-10,1765558,1361880,11409,77.14,100.31562801297221,329970,295524,2407,89.56,132.93726630660572,7506620,6311910,45514,84.08,122.6641472953377,5469909,4672697,36563,85.43,131.16445587068895,770273,579146,37337,75.19,36.22888823419129,525776,423299,23168,80.51,44.912033839779006,849912,689265,7146,81.1,106.64539602574867,703686,610502,6102,86.76,112.41773189118322,2196245,1790945,14695,81.55,105.59986389928547,1168943,945140,45965,80.85,38.86087240291526,7987848,6325701,92670,79.19,94.7024819251106,515958,408272,3581,79.13,112.63306339011449,5523436,4723025,30299,85.51,125.60493745668174
82,2009-11,1621791,1295668,10415,79.89,103.81641862698032,387154,349805,2783,90.35,134.55839022637443,7241264,5849659,43619,80.78,118.69864050069924,5324410,4304823,35600,80.85,125.15061797752809,747578,542352,36086,72.55,34.764894973119766,545549,415730,24563,76.2,42.04250295159386,742380,575488,6152,77.52,101.55672951885566,674515,573367,5686,85.0,114.39641224059092,2284998,1788590,15357,78.28,102.61991274337436,1077600,843212,42003,78.25,37.738471061590836,7686684,5879633,89286,76.49,92.46034092690904,509757,406081,3543,79.66,113.94580863674852,5153276,4216980,27613,81.83,122.02596603049288
83,2009-12,1660204,1386474,10716,83.51,107.88969764837626,447343,405362,3184,90.62,135.0480527638191,7576816,6130910,45131,80.92,119.47953734683477,5452099,4426430,34582,81.19,125.63628477242496,730573,532005,34751,72.82,34.5601853184081,516338,394689,23266,76.44,41.77817415971804,720540,562674,5940,78.09,102.46195286195287,729779,614430,5877,84.19,116.67041007316658,2446458,1987696,16246,81.25,106.84722393204481,1161699,907137,45475,78.09,37.43401869158878,7833493,5971146,90784,76.23,92.03105172717659,522867,415053,3659,79.38,113.17627767149494,5436326,4434773,28448,81.58,122.10236220472441
84,2010-01,1635075,1256227,10482,76.83,97.92720854798702,406199,367180,2899,90.39,134.10037944118662,7646377,5788197,45545,75.7,111.34745855747063,8511433,6587570,56061,77.4,111.8393713990118,742332,487664,35481,65.69,31.13996223330797,530842,390232,23662,73.51,40.42988758346716,711683,486569,5887,68.37,89.1858331917785,712784,588061,5764,82.5,113.48750867453157,2447225,1813430,16027,74.1,95.87702002870157,1184709,864872,46972,73.0,34.947798688580434,7623253,5499522,88406,72.14,85.69568807546999,502263,405233,3498,80.68,115.28959405374499,5492362,4290729,27713,78.12,117.51704976004041
85,2010-02,1468673,1160514,9482,79.02,101.72547985657035,430726,393606,2997,91.38,135.69903236569903,6747381,5208159,40142,77.19,114.27405211499178,7720363,6178286,50092,80.03,117.72181186616625,655006,453404,31214,69.22,32.85650669571346,487605,378409,21937,77.61,42.28285544969686,672930,480404,5626,71.39,93.85798080341273,626767,523158,5133,83.47,119.76621858562244,2190626,1636712,14484,74.71,99.16597624965479,1116069,841494,44331,75.4,36.332182896844195,6752063,4986653,78718,73.85,88.45873878909525,441755,352488,3071,79.79,114.50569846955389,4730286,3839273,24772,81.16,121.03176974002906
86,2010-03,1712942,1438164,10914,83.96,109.16281839838739,586730,544974,4070,92.88,137.877886977887,7856191,6576526,46963,83.71,124.07137533803207,9195134,7983759,59690,86.83,128.9495727927626,770754,574426,36651,74.53,35.29295244331669,572413,474255,25928,82.85,45.04234804072817,850474,718700,6782,84.51,111.29607785314067,693737,606257,5544,87.39,124.50739538239539,2579991,2110745,17268,81.81,107.57771600648599,1268847,1019232,50859,80.33,38.47429166912444,8246141,6676884,94768,80.97,96.6059851426642,543365,461645,3794,84.96,123.94438587243015,5687965,4863510,29373,85.51,128.75685153031696
87,2010-04,1673863,1376402,10730,82.23,106.8821062441752,505176,457260,3580,90.51,135.21759776536314,7547032,6370718,44521,84.41,124.80721457289819,8833846,7589737,59271,85.92,126.33866477704105,812066,607351,35595,74.79,35.67051552184296,516158,421696,24625,81.7,43.74936040609137,861685,710880,6731,82.5,108.90536324468876,694352,596629,5429,85.93,119.36783938110149,2499401,2022985,16786,80.94,106.16335041105684,1208271,960495,48545,79.49,37.93750128746524,8216168,6477921,93719,78.84,95.08735688601031,546076,451477,3808,82.68,125.20325630252101,5448092,4637074,28081,85.11,127.99975072112817
88,2010-05,1847871,1491844,11584,80.73,106.26994129834254,454695,418724,3317,92.09,137.6765149231233,7683687,6503972,44949,84.65,126.10947963247236,9116823,7769093,61027,85.22,125.49307683484359,827240,634402,35780,76.69,36.44773616545556,539523,447476,25845,82.94,43.970593925324046,925384,779930,7101,84.28,112.97436980706942,721734,622080,5582,86.19,120.10121820136152,2386375,1970993,16002,82.59,108.06780402449694,1248175,1003705,49683,80.41,38.47328059899765,8629925,6663190,96750,77.21,93.85598966408268,565445,467549,3922,82.69,121.50586435492096,5555556,4762783,28740,85.73,129.5956158663883
89,2010-06,2014396,1698004,12339,84.29,112.23632385120351,515098,478357,3800,92.87,138.99657894736842,7540861,6721789,44173,89.14,131.89194756978245,9657206,8632986,63222,89.39,131.814653127076,802976,640953,34526,79.82,37.54868794531657,585564,491237,27378,83.89,44.44539411206078,954437,862611,7211,90.38,117.83317154347525,784799,675772,5925,86.11,120.40573839662447,2469688,2106291,16320,85.29,110.84522058823529,1294812,1076639,50997,83.15,39.98509716257819,8627773,7066591,96753,81.91,98.83044453401962,441771,345356,3115,78.18,113.56083467094703,5718062,5124134,29090,89.61,134.90828463389482
90,2010-07,2125380,1851534,12934,87.12,116.13236431111798,626274,552016,4629,88.14,131.43249081875135,7895298,7012956,46117,88.82,130.51742307608907,10091099,9069606,64478,89.88,132.91956946555413,866007,672662,36208,77.67,36.753921785240834,621664,517488,28773,83.24,44.26385847843464,985329,901574,7478,91.5,121.7940625835785,868950,752517,6439,86.6,122.60319925454263,2647786,2297261,17740,86.76,112.9075535512965,1319479,1094882,52483,82.98,39.979555284568335,8824147,7487851,98665,84.86,101.36323924390615,600637,522807,4146,87.04,128.0246020260492,5997361,5336092,30224,88.97,132.99282027527792
